Folder,Caption,Label
caption_10090,"Heather Christian rehearsing her show ""Animal Wisdom"" at the Bushwick Starr in 2017.",Theater
caption_101,"Gov. Ralph Northam, Democrat of Virginia, speaking at a rally in support of expanding Medicaid in March. The Republican-controlled Senate approved an expansion on Wednesday.",Health
caption_10103,"Katrina Lenk and Tony Shalhoub performing a scene from ""The Band's Visit.""",Theater
caption_1011,Robin Williams in 1979.,Books
caption_10111,"For Bjorn Lomborg, climate change is real. Yes, we should do something about it. But, goes his message, let's be real, there are other problems, too.",Books
caption_10118,Laurie Halse Anderson,Books
caption_10131,"Dr. Thomas R. Frieden, the director of the Centers for Disease Control and Prevention.",Health
caption_10145,"Dr. Amaal Starling, a migraine specialist at the Mayo Clinic in Phoenix, comes from a family of women who get migraines. ""Lights were so bright I couldn't keep my eyes open,"" she said.",Health
caption_10146,"""Fresh starts were good,"" writes Akwaeke Emezi. ""That separateness was where you could feel yourself; where you could learn who you were apart from everyone else.""",Books
caption_10155,"Completing the first transcontinental railroad, Utah, 1869.",Books
caption_10159,"Pancreatic cancer, which ""Jeopardy!"" host Alex Trebek announced he had on Wednesday, is difficult to diagnose because there is no screening test that can find it early.",Health
caption_10179,Sojourner Truth.,Books
caption_10181,"Adam Castillejo, better known in the scientific literature as the ""London patient,"" says he wants to be an ""ambassador of hope.""",Health
caption_10183,"A street scene in the industrial town of Shenzhen, 1992.",Books
caption_10184,Dr. Metzl leads a workout.,Health
caption_10188,"From left, Johanna Day, Khris Davis, Carlo Albán and Will Pullen in ""Sweat"" on Broadway.",Theater
caption_10191,"Lab research at CanSino Biologics in Tianjin, China, in 2018.",Health
caption_10193,"A photo provided by Karen Stallings of her sons, Joey Stallings, left, and Jeffrey Stallings. Both were hospitalized this month after using a synthetic substance called spice that mimics marijuana but is far more potent.",Health
caption_10194,"The actress Phillipa Soo, who helped originate three roles that will be on Broadway at the same time.",Theater
caption_10195,"As a child, Kwame Alexander was surrounded by books. Now he&rsquo;ll have his own imprint at Houghton Mifflin Harcourt Books for Young Readers.",Books
caption_10197,"Patricia McKissack and her husband, Fredrick, shared a ""missionary zeal"" to write books about black personalities ""where there hadn't been any before,"" their son said.",Books
caption_1020,"Johanna Bantzer as Penelope and Nils Strunk as Telemachus in ""An Odyssey"" at the Volksbühne.",Theater
caption_10205,"Abby Awe, left, and Julia Greer in Gracie Gardner&rsquo;s &ldquo;Athena.&rdquo; Ms. Gardner&rsquo;s &ldquo;Cowboy&rdquo; runs from six to 20 minutes in the Exponential Festival.",Theater
caption_10207,"The Covid Symptom Study, developed by Zoe Global, a health science company, in collaboration with Massachusetts General Hospital and King&rsquo;s College in London, had 2.5 million users who reported their symptoms in four weeks.",Health
caption_10214,"Lucy Thurber with Alexander Lambie, left, and Cesar Rosado, two students who inspired her play &ldquo;Transfers.&rdquo;",Theater
caption_10218,"Paul Alexander Nolan, center, as a beach bum named Tully in ""Escape to Margaritaville.""",Theater
caption_1022,"The Royal Shakespeare Company sale in Stratford-upon-Avon, England, on Saturday.",Theater
caption_10222,"Landi Livingston, whose family raises beef cattle in Ellston, Iowa, says her insurance plan under the Affordable Care Act is too expensive. Iowa is seeking approval from the Trump administration to opt out of some of the law&rsquo;s main features.",Health
caption_10223,"From left, Reynaldo Piniella, Brandon Carter, Miriam Hyman and Emmanuel Brown in ""The Three Musketeers,"" at the Richard Rodgers Amphitheater in Marcus Garvey Park.",Theater
caption_10229,"From left, Kecia Lewis, Reynaldo Piniella and Fred Epstein in ""The Skin of Our Teeth,"" a Theater for a New Audience production in Brooklyn.",Theater
caption_10231,Apple headphones.,Health
caption_10235,"Stefanie Reinsperger, center, in ""Baal.""",Theater
caption_10236,"Florencia Lozano portrays a powerhouse lawyer and Domenica Feraud her troubled daughter in &ldquo;Rinse, Repeat.&rdquo;",Theater
caption_10246,"Coronavirus testing at a factory in Wuhan, China, in May. The country used pooled testing in a campaign to test all 11 million residents of Wuhan, where the pandemic first emerged in late 2019.",Health
caption_10247,"Melissa Gilbert, left, and Mark Kenneth Smaltz in Thomas Klingenstein's ""If Only,"" at the Cherry Lane Theater.",Theater
caption_10257,"Nancy Goodman, with her 7-year-old daughter, Sarah Froman, started Kids v Cancer after her son, Jacob Froman, died of cancer at age 10.",Health
caption_10268,"From left, Noor Hamdi, Malaika Uwamahoro, Janice Amaya and Victoria Nassif in ""Cartography"" at the New Victory Theater.",Theater
caption_10280,"From left: John Stanislaus Joyce, John B. Yeats and William Wilde",Books
caption_10301,"Stephen Spinella as Prior Walter, with Ellen McLaughlin as the Angel, in ""Angels in America: Peristroika"" in 1993. Mr. Spinella will play Roy Cohn in a new production.",Theater
caption_10302,"From left, Gary McNair, Annie George, Harriet Bolwell and Francesca Moody with one of the sheds used for &ldquo;Shedinburgh,&rdquo; a livestreamed comedy and drama festival.",Theater
caption_10309,Magnus Carlsen studies the board during the 2016 World Chess Championship.,Books
caption_1031,Alexander and Jamie share the Beatles with their dad.,Books
caption_10310,"Dr. Robert L. Wergin examining Susan Kubicka-Welander at the Milford Family Medical Center in Milford, Neb.",Health
caption_1032,"Finalists for this year&rsquo;s National Book Awards include, from left, Sarah M. Broom, Yoko Ogawa and Akwaeke Emezi.",Books
caption_10320,"A colored electron micrograph, top, of variola, the smallpox virus. A laboratory accident caused the last outbreak, in England in 1978.",Health
caption_10330,"The Cherokee Nation's district courthouse in Tahlequah, Okla. An Oklahoma federal judge ruled Tuesday that the nation cannot sue opioid distributors and pharmacies in tribal court.",Health
caption_10333,"From ""Queen of the Sea.""",Books
caption_10344,"In Brian De Palma's 1976 thriller ""Carrie"" — the first of Stephen King's novels to be made into a movie — Carrie's mother, played by Piper Laurie, certainly had her hands full with her daughter, played by Sissy Spacek. But she could have been a bit more understanding of Carrie's supernatural powers. Don't you think?",Books
caption_10345,"An Israeli Arrow antiballistic missile, in service since 2000.",Books
caption_10351,A rally outside of the Supreme Court in March when the court heard arguments about a Texas abortion law.,Health
caption_10355,"The cast of ""The Watsons"" at the Chichester Festival Theater in England. To finish the incomplete work, Laura Wade, the playwright, said she had had to ""think into this writer's brain across 200 years.""",Theater
caption_10362,"Saraciea Fennell, founder of the Bronx Book Festival.",Books
caption_10368,"Attorney General Letitia James of New York at a news conference on Thursday. The suit seeks to recover the state's costs for unnecessary prescriptions and related health care expenses, as well as issue financial penalties.",Health
caption_10378,"From left, Maura Tierney, Scott Shepherd and Ari Fliakos in ""The Town Hall Affair."" Both Mr. Shepherd and Mr. Fliakos play Norman Mailer.",Theater
caption_10382,"A house burns in Paradise, Calif., on Nov. 8, 2018. In &ldquo;Fire in Paradise,&rdquo; Alastair Gee and Dani Anguiano make clear that the town was actually better prepared for fires than many other at-risk communities in the state.",Books
caption_10390,"From left, Danusia Trevino, Enver Chakartash, Gareth Hobbs, Erin Mullin and Jim Fletcher in ""A Pink Chair (In Place of a Fake Antique),"" at the Bard SummerScape festival.",Theater
caption_10399,"A scene on Platform 9&frac34; in &ldquo;Harry Potter and the Cursed Child&rdquo; at the Lyric Theater. From left, Noma Dumezweni as Hermione Granger, Susan Heyward, Paul Thornley, Brooklyn Shuck, Benjamin Wheelwright, Sam Clemmett, Poppy Miller and Jamie Parker as Harry Potter.",Theater
caption_10401,"David Bösch's ""Die Verdammten"" at the Berliner Ensemble, based on Luchino Visconti's 1969 film, ""The Damned.""",Theater
caption_10415,"""Somebody's Daughter,"" written by Chisa Hutchinson and produced at the Second Stage Uptown this year, was one of the new plays on the Kilroys 2017 list.",Theater
caption_10461,"David Alan Grier, left, with Kerry Washington, in her Broadway debut in David Mamet's ""Race"" in 2009.",Theater
caption_10468,Lynne Tillman,Books
caption_10472,"An alt-right torch march at the University of Virginia in Charlottesville, July 2017.",Books
caption_10476,"A scene from &ldquo;Network,&rdquo; directed by Ivo van Hove, with (left and onscreen) Bryan Cranston.",Theater
caption_10479,"What has brought Tricia Tait to see &ldquo;Oklahoma!&rdquo; more than 50 times so far? &ldquo;It&rsquo;s therapeutic,&rdquo; she said.",Theater
caption_10481,"The writer Édouard Louis stars in ""Who Killed My Father,"" an adaptation of his novelistic memoir directed by Thomas Ostermeier.",Theater
caption_1050,The author Rudolfo Anaya at this  home in Albuquerque in 2011. He was a leading figure in the literary movement forged by Chicanos in the 1970s.,Books
caption_10500,Chicago&rsquo;s Cabrini-Green housing project in the 1960s.,Books
caption_10503,"Christian Borle, center, as Willy Wonka in the musical ""Charlie and the Chocolate Factory"" at the Lunt-Fontanne Theater.",Theater
caption_10506,Broadway.com had planned a theater celebration to help make up for the lack of the Tonys on Sunday.,Theater
caption_10508,Danielle Deadwyler is an actress juggling theater roles with recent television opportunities in &ldquo;Greenleaf&rdquo; and Tyler Perry&rsquo;s &ldquo;The Haves and the Have Nots.&rdquo;,Theater
caption_10512,"Three-year-old Allay Ngandema, who contracted measles, ate lunch with his mother, Maboa Alpha, in the measles isolation ward in Boso-Manzi hospital  in the Democratic Republic of Congo in late February.",Health
caption_1052,"John Lewis with religious leaders, Montgomery, 1965",Books
caption_10528,Josh Groban,Theater
caption_10537,"Once ingested, a tiny device called Soma positions itself against the stomach wall and injects insulin into the bloodstream.",Health
caption_10538,"SESAME STREET, (front): Emilio Delgado, Heather, Betty Lou (muppet), Spencer, (2nd row): Bert, Roscoe Orman, Loretta Long, Ernie, Bob McGrath, (3rd row): Sonia Manzano, Grover, Roosevelt Franklin, Cookie Monster, (back): Northern Calloway, Big Bird, Oscar the Grouch, Count von Count.",Books
caption_1054,"Robert Bilott represented a West Virginia cattle farmer in his long battle against corporate pollution. He writes about the case in ""Exposure.""",Books
caption_10546,"Customers at a mall kiosk of Sunshine Health and Life Advisors, a company that helps with enrollment in the Affordable Care Act, in Miami last November.",Health
caption_10561,"A scene from ""Hangmen.""",Theater
caption_10573,"Standing from far left, Joseph Huffman, Emma Orme, Bailie de Lacy and Lambert Tamin in Mac Wellman's ""Bad Penny,"" staged on a patio at the Flea Theater in Manhattan.",Theater
caption_10576,"Foreground, from left, Tad Cooley and Russell Harvard star in ""I Was Most Alive With You,"" which closes at Playwrights Horizons on Oct. 14, while, background, from left, Anthony Natale and Harold Foxx provide American Sign Language translation.",Theater
caption_10581,"Tommy Chong and Cheech Marin in the film ""Up in Smoke."" In one study, only 30 percent of drivers who had smoked marijuana failed a sobriety test.",Health
caption_10591,"From left, Nicco Annan, Korey Jackson, Cecil Blutcher, Toussaint Jeanlouis and Sheldon Best in ""The Hot Wing King.""",Theater
caption_10594,"From ""Live Oak, With Moss.""",Books
caption_10596,"Rebecca DeCarlo, a medical student, conducting a follow-up interview with a person who was identified by the Georgia Department of Public Health as having been exposed to the coronavirus.",Health
caption_10597,Theodore Roosevelt campaigns for the presidency in 1904.,Books
caption_106,"Carl Abrams, 90, a retired Air Force colonel in Williamstown, N.J. Mr. Abrams cheerfully agrees he can be stubborn. &ldquo;He gets very angry and oppositional,&rdquo; said his daughter.",Health
caption_10603,A sperm cell is inserted into an egg in the labs at the Mount Sinai Hospital department of reproductive endocrinology.,Health
caption_10623,"Jim Mattis talks to U.S. Marines prior to their departure for Kandahar, Afghanistan, 2001",Books
caption_10629,"A 2-year-old girl with acute lymphoblastic leukemia receiving chemotherapy treatment in Florida. The common childhood cancer can be cured in most cases when the drug, vincristine, is available.",Health
caption_10631,The surrender of the British Army at Yorktown in 1781.,Books
caption_10648,"From ""Dirty Plotte.""",Books
caption_10652,"From left, Jeremy Cohen and Sam Bolen in ""Midnight at the Never Get.""",Theater
caption_10654,Kwame Alexander,Books
caption_10669,"Diana Athill, the British editor and writer, carved out a fiercely independent world for herself, where the demands of femininity were rethought and redefined.",Books
caption_10673,Max Boot in 2013.,Books
caption_10680,"From left, Rosie Simon, Paul Sun-Hyung Lee and Ronnie Rowe Jr. in ""Kim's Convenience.""",Theater
caption_10695,"A researcher at São Paulo University in Brazil holds a container of Aedes aegypti mosquitoes, which can spread the Zika virus. On Tuesday, the C.D.C. issued guidelines for pregnant women who have visited countries where the virus is spreading.",Health
caption_107,An air raid drill in a school in Baltimore in 1951. The Centers for Disease Control and Prevention has postponed a session on nuclear attack preparedness that was planned for next week.,Health
caption_10702,"From left: Kurt Vonnegut Jr., Vladimir Nabokov and Nora Ephron, all former New York Times book reviewers.",Books
caption_10704,Couscous With Turnips and Sweet Potatoes,Health
caption_10707,"Reed Birney, second from right, and Tom Sturridge, kneeling, in the Broadway production of ""1984.""",Theater
caption_10714,"Dr. Ahmedin Jemal, a researcher with the American Cancer Society, analyzed trends in longevity from 1969 to 2013. Gains flattened in the 2010-13 period.",Health
caption_10723,"Yvan Alagbé, the French comic book artist, says that people often ask him why he always draws black people.",Books
caption_10744,"Massachusetts General Hospital in Boston in March. Though other major hospitals did not receive supplies of remdesivir, Mass General did — without asking. ""We have no idea how this landed with us,"" said one doctor.",Health
caption_1075,A doctor demonstrating an appendectomy on a training machine. The routine use of surgery to treat appendicitis has been questioned.,Health
caption_10756,Two of this year&rsquo;s winning titles.,Books
caption_10758,&ldquo;White Ivy&rdquo; is Susie Yang&rsquo;s debut novel.,Books
caption_10762,Cast members from the original Broadway Production of &ldquo;For Colored Girls Who Have Considered Suicide/When the Rainbow Is Enuf&rdquo; in 1977.,Theater
caption_10770,"Dr. Alejandro Rios Tovar, a surgeon at the University Medical Center of El Paso, had just returned home from a 30-hour shift when he was summoned back to the hospital.",Health
caption_10778,A doctor performing a thrombectomy on a patient with stroke symptoms. A new study found that doctors have more time than previously thought to rescue brain cells whose blood flow is cut off by clots.,Health
caption_10784,"A team of surgeons performs experimental surgery on a fetus with spina bifida at Texas Children&rsquo;s Hospital in Houston. A miniature telescope and camera are inserted into the mother&rsquo;s uterus, above, after it is lifted from her body.",Health
caption_10793,"Santino Fontana in his dressing room with some of the men's and women's costumes he wears in the new musical ""Tootsie.""",Theater
caption_10794,"Dr. Robert R. Redfield's salary is being reduced following reports that he was being paid more than the Health and Human Services secretary, the head of the Food and Drug Administration and the director of the National Institutes of Health.",Health
caption_108,"From left, Beau Thom, Rachel Christopher and Ugo Chukwu in ""What to Send Up When It Goes Down.""",Theater
caption_10809,"Zal Owen, left, and Alexandra Silber in the new musical &ldquo;Einstein&rsquo;s Dreams.&rdquo;",Theater
caption_10835,"""This is a concoction to justify the giving out of medication at unprecedented and unjustifiable levels,"" Keith Conners, a psychologist and early advocate for recognition of A.D.H.D., said of the rising rates of diagnosis of the disorder.",Health
caption_10836,"Sitting alone in your room, with music, 1964-style.",Theater
caption_10842,Maryse Cond&eacute; in 2015.,Books
caption_10843,"The Pudong skyline, Shanghai.",Books
caption_10859,Dr. Vivian Lee set in motion a process that the University of Utah Health Care is using to save money and to improve care.,Health
caption_10863,"Terrence Mann as the title character and Will Swenson, seated, as his infernal nemesis in ""Jerry Springer — The Opera."" A hit in London almost 15 years ago, the show is finally getting a full-fledged production in New York.",Theater
caption_1087,"Each segment of the show is 20 minutes long and different in style, but choosing the order of the segments is where the interactivity ends.",Theater
caption_10870,The emails were written in 2018 and offer a peek at how the powerful pesticide industry influences U.S.D.A. policy decisions that can affect billions of people across the globe.,Health
caption_10905,"From ""XO, OX: A Love Story.""",Books
caption_10910,President Donald Trump at a roundtable discussion with state leaders in August.,Books
caption_10915,"Bernard Slade in 1975, the year his play ""Same Time, Next Year"" opened on Broadway. It ran for almost three and a half years.",Theater
caption_10924,"""The arsonist may be a misfit, an outlier, even a sociopath,"" Chloe Hooper writes, ""but he inhabits the same environment and the same community as his victims.""",Books
caption_10926,"Angel Gonzalez, 36, faced huge bills after emergency gallbladder surgery, despite having good insurance coverage. ""I was on the hook for more than I made in a year.""",Health
caption_10928,"A depiction of boats off Marietta by Charles Sullivan, circa 1840.",Books
caption_10932,Bill Cunningham at a party during his years as a hat designer.,Books
caption_10939,"A woman looks out at the Palestinian village of Al-Z'aim, and beyond that Maale Adumim, an Israeli settlement on the eastern outskirts of Jerusalem.",Books
caption_1094,"The new technology is not a cure for paralysis, and researchers said there was much work to do before the system could provide significant mobile independence.",Health
caption_10945,Christina Hardyment's book takes readers to the real places that inspired iconic literary locales.,Books
caption_10956,"A model for the Wilma Theater's new seating structure, which is based on Shakespeare's Globe.",Theater
caption_10957,Rush hour traffic makes its way through Los Angeles near the Getty Museum on Interstate 405.,Books
caption_10971,"John Kanakura, left, resting at the Cancer Charity Foundation in Kampala, Uganda. He has colon cancer that has spread to his liver. The pain, he said, &ldquo;is like someone is cutting me with a knife,&rdquo; but his morphine dose lets him get some sleep.",Health
caption_10972,"The Tony Award-winning actor Jefferson Mays will star in a one-man video version of the play, to benefit 71 amateur, community and regional theaters and arts organizations.",Theater
caption_10975,"From ""I Am Loved.""",Books
caption_10981,Kristen Roupenian,Books
caption_10986,"Ephraim Sykes, at center, as David Ruffin, flanked by Jawan M. Jackson and Derrick Baskin in ""Ain't Too Proud.""",Theater
caption_10990,Erin Cherry plays a dead woman who asks for help in locating her bones in Amina Henry&rsquo;s &ldquo;Hunter John and Jane&rdquo;,Theater
caption_10994,"The playwright Steve Carter with his mother, Carmen, near where he grew up in Manhattan in 1976. That year the Negro Ensemble Company produced ""Eden,"" the first of Mr. Carter's trilogy of plays about Caribbean families living in New York City.",Theater
caption_10996,"Ricardo Lara, California's insurance commissioner, reminded consumers that they could get regulated insurance that would ""protect their health care rights.""",Health
caption_10998,The actress Tonya Pinkins in 2015.,Theater
caption_1100,"Jeffrey Marc Alkins (left), Isaac Hickox-Young and Dino Curia in ""Aria da Capo,"" part of the outdoor ""Crazy Love!"" presentation by Shakespeare Theater of New Jersey.",Theater
caption_11005,"Joe Louis, the heavyweight champion, left, helps guide Isaac Woodard up the stairs, along with Neil Scott, the author of ""Joe Louis: A Picture Story of His Life."" They met at a benefit in Harlem.",Books
caption_11006,Negar Djavadi,Books
caption_11010,"Brandon Flynn, seated center, in ""Kid Victory,"" a musical by Greg Pierce and John Kander at the Vineyard Theater.",Theater
caption_11014,"Cate Blanchett and Richard Roxburgh in ""The Present.""",Theater
caption_11016,"From left, Wes McClain, Brenda Starr and Mark Olson in the Theater 55 production of &ldquo;Hair.&rdquo;",Theater
caption_11017,"&ldquo;Rather than tackle the past,&rdquo; John Moe writes, &ldquo;I was willing to settle for a tense cease-fire with it, letting my life be like Middle East countries that hate each other.&rdquo;",Books
caption_11021,"""I try to just let him be as nasty as he is and also let him be as wounded as he is,"" Barford says of his ""Linda Vista"" character.",Theater
caption_11022,"Dr. Richard T. Scott Jr. of Reproductive Medicine Associates of New Jersey, which has developed tests for embryos in a bid to improve birthrates.",Health
caption_11040,Pamela Rush stands in front of her trailer in 2018. Her problems with securing a proper septic system for her home became emblematic of a greater structural inequality.,Books
caption_11044,"Beijamin Santos, who was born with microcephaly, undergoing physical therapy in Joao Pessoa, Brazil.",Health
caption_11051,"Guidance on mask wearing is ""being critically re-reviewed,"" said Robert Redfield, director of the C.D.C.",Health
caption_11054,"Carmen Maria Machado's new memoir, ""In the Dream House,"" details an abusive relationship",Books
caption_1106,"Anne Fraser Thomas, backed by the T-Shirt Tuxedo Trio, purred jazz standards on a recent Monday.",Theater
caption_11070,Van Morrison in concert in 1968.,Books
caption_11071,Amanda Stern,Books
caption_11074,"Pam Leonard, a teacher in Wisconsin, is also working nights to help pay for her cancer treatments.",Health
caption_11080,"Daniela Velasco at her sister's wedding. Before participating in the trial, over 90 percent of her body was covered by an ugly red rash. Within two weeks of trying a new drug, the rash was gone.",Health
caption_11084,"""Arthur Miller never mentions race in the play,"" Pierce says. ""It's really an examination of the human psyche, which is universal.""",Theater
caption_11094,"Left, a cookie truck parked by a Burger King restaurant in San Crist&oacute;bal. Right, pizza and soft drinks for lunch at a Sam&rsquo;s Club cafe.",Health
caption_11096,"Tom and Wendy Bocci at their home in Troy, Mich. Mr. Bocci suffered recurrent C. diff infections that nearly killed him.",Health
caption_11097,"Sonny Perdue, the Agriculture Secretary, in the White House last month. Critics fear the panel's recommendations could be discarded by agency staff who draw up the final guidelines.",Health
caption_11104,"Dr. M. Margaret Kemeny, director of the Queens Cancer Center of Queens Hospital, treats many younger women of color who have a diagnosis of cervical cancer.",Health
caption_11105,"Tony Shalhoub and Katrina Lenk in ""The Band's Visit,"" a gentle musical favored to take the big prize at the Tony Awards.",Theater
caption_11111,"Courtney Wilson relaxing last fall in a park in Madrid, two months after finishing her contract with the Army.",Health
caption_11112,"Deirdre O&rsquo;Connell in Lucas Hnath&rsquo;s &ldquo;Dana H.,&rdquo; at the Vineyard Theater.",Theater
caption_11113,A grocery store in Bogot&aacute;. The beverage industry says soda taxes unfairly burden the poor.,Health
caption_11126,"Arbery said he felt ""a lot of anger"" at the election of Donald Trump and wanted to explore how some religious conservatives had come to embrace him, despite their conflicted feelings.",Theater
caption_11127,"Ana Nogueira, in foreground, with Erica Lutz in &ldquo;Bump.&rdquo; In Chiara Atik&rsquo;s play, the pregnant Ms. Nogueira finds herself looking for advice, in person and online.",Theater
caption_11140,"Ublanca Adams, 60, who has H.I.V., takes her morning medication around 8 a.m. and begins to the feel the side effects shortly afterward. The search for a cure must include more women, experts say.",Health
caption_11146,A Liberian street artist worked on a mural in Monrovia to inform people about the symptoms of Ebola.,Health
caption_11149,A volunteer taking part in a human trial of a potential vaccine for the coronavirus. Nearly a dozen groups have started testing potential vaccines in human trials.,Health
caption_11152,"Jerry Garcia, performing in November, 1992, in Oakland, Calif. A Grateful Dead musical, ""Red Roses, Green Gold,"" is to open at Minetta Lane Theater in October.",Theater
caption_11161,"Eva O&rsquo;Connor and Ciaran O&rsquo;Brien in the play &ldquo;Maz and Bricks,&rdquo; written by O&rsquo;Connor.",Theater
caption_11167,Jordy Rosenberg,Books
caption_11170,The author Chimamanda Ngozi Adichie.,Books
caption_1118,"Podoconiosis, caused by walking barefoot in volcanic soils, causes limb swelling and wartlike nodules.",Health
caption_11183,"From left, Mare Winningham, Jeannette Bayardelle, Chelsea Lee Williams, Rachel Stern, Luba Mason, Caitlin Houlahan and Kimber Elayne Sprawl in &ldquo;Girl from the North Country.&rdquo;",Theater
caption_11191,"Elfriede Jelinek's ""Am Königsweg"" (""On the Royal Road""), at the Landestheater Niederösterreich in St. Pölten, outside Vienna.",Theater
caption_11194,Angelina Jolie underwent a preventive double mastectomy.,Health
caption_11198,Patients receiving brainwave therapy at a hospital specializing in mental health care in Quzhou in China's Zhejiang Province in October 2013.,Health
caption_11201,"The novelist and literary critic Elizabeth Hardwick in Castine, Me. in the 1980s.",Books
caption_11203,"The first death in the United States from the coronavirus outbreak occurred at EvergreenHealth Medical Center in Kirkland, Wash. on Saturday.",Health
caption_11210,"Sharon Barker, an enrollment counselor for the Affordable Care Act, setting up her information booth at a gym in Nashville, Tenn., this summer.",Health
caption_11228,"David Zayas is a self-involved English professor who gets involved with a colleague, played by Florencia Lozano, in the Labyrinth Theater Company production.",Theater
caption_11239,"The cast of &ldquo;Six&rdquo; on Broadway: From left are Anna Uzele as Catherine Parr; Brittney Mack as Anna of Cleves; Adrianna Hicks as Catherine of Aragon; Abby Mueller as Jane Seymour; Andrea Macasaet as Anne Boleyn and Samantha Pauly as Katherine Howard.
<div> </div>",Theater
caption_1124,David M. Smick,Books
caption_1125,"Charlotte St. Martin, far right, is the president of the Broadway League; the board includes Stephen Byrd, left, and Colleen Jennings-Roggensack, center.",Theater
caption_11255,"Clockwise from top left, stage divas trying to play nice backstage at ""The Prom"": Brooks Ashmanskas, Christopher Sieber, Angie Schworer and Beth Leavel.",Theater
caption_11264,Lee Child,Books
caption_11268,"Ron Cook and Francesca Annis in ""The Children.""",Theater
caption_11276,"Susan Yarbrough, right, lives with her mother, Betsy Yarbrough, and their dog, Maddie, in Johns Creek, Ga. The Yarbroughs share the house and its duties, part of a nationwide uptick in shared and multigenerational households.",Health
caption_11289,P.G. Wodehouse in London in 1928.,Books
caption_11292,"Matthew Warchus, the Old Vic's artistic director, now uses the theater's empty seats as a backdrop for filmed productions, hoping to remind viewers of what is missing.",Theater
caption_11295,John McCain,Books
caption_11318,"Lonnie Carpenter, 55, a self-employed roofer in Winston-Salem, N.C. Last year, his spinal surgery was paid for by his Affordable Care Act plan from UnitedHealthcare. ""If I hadn't had that, I'm being honest, I don't know where I'd be right now,"" he said.",Health
caption_11323,"Dr. Stella Guerra in Recife, Brazil, performing physical therapy on an infant born with microcephaly. A study found that Zika virus can enter the placenta in every trimester.",Health
caption_11332,"Instagram's cofounders, Kevin Systrom, right, and Mike Krieger.",Books
caption_11335,"Jayson Speters and Chaz Hodges as a married couple struggling with their finances in the Guthrie Theater production of ""The Legend of Georgia McBride.""",Theater
caption_11337,"Erika Henningsen as Cady, second from left, with the Plastics, played by Ashley Park, Taylor Louderman and Kate Rockwell. They're shiny, fake and hard.",Theater
caption_1134,"Lara Prescott's book ""The Secrets We Kept"" sold for $2 million at auction and has already been optioned in a major movie sale. ""I'm not going out to cocktail parties every night,"" she says of her somewhat anonymous Texas existence. ""There's no sense of competition.""",Books
caption_11342,"Ms. Wisan plays the role of Kate, a woman protecting the slight freedom she has as a wealthy man's daughter.",Theater
caption_11351,"Before he contracted Ebola, Dr. Ian Crozier had two blue eyes. After he was told he was cured of the disease, his left eye turned green.",Health
caption_11352,"Dr. Jerome Karle with his wife, Isabella, at the Naval Research Laboratory in Washington, from which both retired in 2009.",Health
caption_1136,Elinor Lipman,Books
caption_11369,"Shaina Taub, pictured at the Delacorte Theater in Central Park, is a fiercely political singer-songwriter whose career in musical theater is taking off even as she rues the state of the nation.",Theater
caption_11375,"Mark Epstein, whose books explore the intersection of Buddhism and Western psychotherapy, at his home in Manhattan.",Books
caption_11376,"From ""Let the Children March.""",Books
caption_11378,Funeral held for desecrated Torah scrolls following the Kishinev pogrom.,Books
caption_11382,"Human immunodeficiency virus, center. Lesbian transmission of H.I.V. was reported Thursday.",Health
