Folder,Caption,Label
caption_10101,"&ldquo;The Head and the Load,&rdquo; at the Park Avenue Armory, incorporates music, movement and shadow play to tell of the crushing labor of Africans during World War I. Ledgers fill that unrecorded history, with the names of those killed in action or struck down by illness.",Art & Design
caption_10102,"From left, Shay Mitchell, Brenda Song <br />and Kat Dennings in &ldquo;Dollface.&rdquo;",Television
caption_10108,"The exterior of the Frick Collection. Museumgoers will be able to choose their admission price on Wednesdays, from 2 to 6 p.m.",Art & Design
caption_10112,Michael Bloomberg at a campaign event in Houston this month.,Opinion
caption_10123,"From left, Emma D'Arcy, Nick Frost and Samson Kayo in ""Truth Seekers,"" a new supernatural comedy on Amazon.",Television
caption_10152,Awkwafina is following up her Golden Globe-winning performance in &ldquo;The Farewell&rdquo; with &ldquo;Awkwafina Is Nora From Queens.&rdquo;,Television
caption_10154,"Trevor Noah is glad that the N.F.L. commissioner apologized for not supporting players who knelt during the national anthem, but he'd like to see some follow-through.",Television
caption_10156,"""La Cena"" (""The Supper""), from 1991, which depicts a version of the Christian ""Last Supper,"" replaces the Jesus figure with the princess Sikán.",Art & Design
caption_10163,Abortion rights supporters near the Washington Monument  in 1989.,Opinion
caption_10165,The Harvard Business professor Clay Christensen in 2016. He died last week from cancer.,Opinion
caption_10166,"The jersey of Mike Piazza, who hit an emotional home run in the first major sports event held in New York after the 9/11 attacks.",Art & Design
caption_10172,"From left, Jude Law in ""A.I. Artificial Intelligence,"" Nicole Kidman in ""Moulin Rouge"" and Aaron Paul in ""El Camino: A Breaking Bad Movie.""",Television
caption_1019,"Patsy Tarr at her Central Park West apartment with, from left, Rauschenberg's ""Half Truth (Shiner),"" from 1987; Lichtenstein's ""Reflections: Half Face With Collar"" (1988); and Calder's ""Mobile"" (1961).",Art & Design
caption_10192,"Rather than renovate its adjacent building on the Bowery, the New Museum, above left in this rendering, will take it down and start over. Rem Koolhaas&rsquo;s architectual firm, OMA, is creating a light-filled addition, right, that will connect to existing space on every floor, double the museum&rsquo;s gallery space, and create a public plaza.",Art & Design
caption_10202,"""Heliconia, Crab's Claw Ginger,"" one of 17 paintings on display at the New York Botanical Gardens as part of ""Georgia O'Keeffe: Visions of Hawai'i,"" which closes on Oct. 28.",Art & Design
caption_10208,"Inside Spazio Punch, the architect Andr&eacute;s Jaque captured a domestic scene using an inflatable mattress, accompanied by a laptop that screens films. They illustrate Grindr&rsquo;s use as more than a technical expedient to hooking up.",Art & Design
caption_10209,Jeff Bezos suspected his phone was hacked after receiving a message from Saudi Arabia's crown prince.,Opinion
caption_1021,Ken Carlson paused to take in his grandfather's artwork at a Seattle cafe in May.<br /><br />,Art & Design
caption_10211,"Joe Biden at a community meeting in Kenosha, Wis., last week.",Opinion
caption_10212,President Trump at a coronavirus news conference in the Rose Garden on Monday.,Opinion
caption_10226,Skip Williamson with a portrait of Snappy Sammy Smoot in 1971.,Art & Design
caption_10227,"Jason Momoa as Khal Drogo in a scene ""Game of Thrones.""",Television
caption_10238,"Niko Terho, left, and Jake Borelli in &ldquo;The Thing About Harry.&rdquo;",Television
caption_1025,"Azgad Crisostomo in &ldquo;Porvenir, Texas,&rdquo; airing as part of &ldquo;Voces&rdquo; on PBS.",Television
caption_10258,"The president on Thursday tweeted that the 2020 election would be ""fraudulent"" if there is universal mail-in voting.",Opinion
caption_10276,"""Trump might be getting four more years, but I'm not so sure about the rest of you,"" Seth Meyers said Wednesday of the massive crowd at a Pittsburgh campaign rally this week.",Television
caption_10289,Employees at the Stanley M. Isaacs Neighborhood Center in New York City pack up lunches for delivery to seniors.,Opinion
caption_10292,"Baldessari&rsquo;s &ldquo;Beach Scene/Nuns/Nurse (With Choices),&rdquo; from 1991, five color photographs with acrylic paint.",Art & Design
caption_10293,Joliet Carmichael and Jerrod Carmichael in &ldquo;Home Videos.&rdquo;,Television
caption_103,"From left, Harvey Guill&eacute;n and Kayvan Novak in &ldquo;What We Do in the Shadows,&rdquo; the new TV series based on the 2015 movie of the same name.",Television
caption_10300,The Wetlands Park building in South Los Angeles could become the site for the new satellite location for the Los Angeles County Museum of Art.,Art & Design
caption_10304,Public health workers at a coronavirus testing site in New Orleans.,Opinion
caption_10306,"""Counting the 2016 Republican primary, we've watched him do that 16 times,"" Colbert said. ""It's excruciating. It's like dental surgery and tonight was like getting our last wisdom tooth taken out.""",Television
caption_10311,"""Ozark"" received 18 Emmy nominations, including one for Laura Linney for best actress in a drama.",Television
caption_10314,"Dede Johnston's ""Iceberg,"" 2018, available at TAG Fine Arts at the Affordable Art Fair.",Art & Design
caption_10315,"Artist's renderings of images that will be projected onto the Empire State Building to celebrate Harper Bazaar's 150th anniversary. Clockwise from top left, Stephanie Seymour, Gwyneth Paltrow, Reese Witherspoon and a model wearing a Carolyn Schnurer bikini.",Art & Design
caption_10323,Desus Nice and the Kid Mero in &ldquo;Desus &amp; Mero.&rdquo;,Television
caption_10325,Members of the media outside a memorial service for George Floyd in Houston.,Opinion
caption_10340,"Anne Hathaway in ""The Last Thing He Wanted.""",Television
caption_10342,"Mercedes Vilardell, at her home in London, with her art. She specializes in African pieces and supports young African artists.",Art & Design
caption_10353,"Dr. Hanna-Attisha is an advocate for universal basic income and living wages, and enhancing health and safety protections, along with benefits like paid parental and sick leave.",Opinion
caption_10361,"""Wow, Steve Doocy just told the president of the United States, 'Don't call us, we'll call you,'"" Trevor Noah  quipped.",Television
caption_1037,"A woman holds a poster that reads &ldquo;Navalny was poisoned&rdquo; while picketing in support of Aleksei Navalny in St. Petersburg, Russia, on Thursday.",Opinion
caption_10377,"Gustav Klimt&rsquo;s &ldquo;Zwei Liegende,&rdquo; circa 1916-17, was discovered in the closet of a former museum secretary.",Art & Design
caption_10381,"Stephen Colbert joked that state legislators might ease shutdowns after hearing ""some sound policy ideas from Lady Flag Screamer and Guy in a 'Purge' Mask.""",Television
caption_10400,Tara Reade has accused Joe Biden of sexually assaulting her when she worked on his Senate staff.,Opinion
caption_10402,"Visitors at the Sistine Chapel on Monday, when the Vatican Museums reopened after a nearly three-month coronavirus closure.",Art & Design
caption_10431,"The J.C.C. Manhattan, on Amsterdam Avenue at 76th Street, will be renamed the Marlene Meyerson J.C.C.",Art & Design
caption_10458,Lyra (Dafne Keen) with her animal companion Pantalaimon in &ldquo;His Dark Materials.&rdquo;,Television
caption_10469,"A rendering of the design concept for Trevor Paglen&rsquo;s &ldquo;Orbital Reflector,&rdquo; co-produced and presented by the Nevada Museum of Art.",Art & Design
caption_1047,"Rosa Salazar and Bob Odenkirk play a daughter and father tripping through multiple metaphysical planes in &ldquo;Undone,&rdquo; a new animated series on Amazon.",Television
caption_10477,"Two pages from the preliminary layout of Robert Frank&rsquo;s artist&rsquo;s book, which would have been reproduced in the catalog &ldquo;Four Photographers: Robert Frank, David Heath, Robert Heinecken, John Wood,&rdquo; had that exhibition come to fruition. The artist&rsquo;s book maquette is part of a cache of archival materials acquired by the Harry Ransom Center, the University of Texas at Austin.",Art & Design
caption_10487,A draft of a Trump administration executive order would establish a classical style as the default for federal buildings.,Opinion
caption_10490,This concept design provided by the Lucas Museum of Narrative Art shows a rendering of its proposed museum in Exposition Park in Los Angeles.,Art & Design
caption_10494,Staten Island's Jacques Marchais Museum.,Art & Design
caption_10501,"""They all represent different aspects of the museum's life,"" Thelma Golden, the museum's director and chief curator, said of the artists donating work.",Art & Design
caption_10505,Roger Federer after losing the Wimbledon final in 2019.,Opinion
caption_10513,"&ldquo;Van Eyck in a Red Turban&rdquo; (2016) from &ldquo;Yasumasa Morimura: Ego Obscura,&rdquo; at the Japan Society.",Art & Design
caption_10516,"A scene from ""The Walking Dead.""",Television
caption_10519,"Josh Thomas in bed with his laptop, which he decided was not the best screen on which to watch ""Parasite.""",Television
caption_10525,"A protest against Gov. Jay Inslee's stay-at-home order outside the State Capitol in Olympia, Wash., in May.",Opinion
caption_10529,"Rod R. Blagojevich, the former governor of Illinois, on the second day of his sentencing hearing in 2011.",Opinion
caption_10533,"In his R.N.C. speech on Tuesday night, U.S. Rep Matt Gaetz warned viewers that radical Democrats would try to ""disarm you, empty the prisons, lock you in your home, and invite MS-13 to live next door.""",Opinion
caption_10536,"The creators David Simon, left, and George Pelecanos on the set of &ldquo;The Deuce.&rdquo;",Television
caption_10548,The letter sent Monday criticized the museum for a &ldquo;failure to create a diverse and equitable workplace.&rdquo;,Art & Design
caption_10550,"The 2015 survey ""clearly was a wake-up call for the field,"" Mariët Westermann, the executive vice president of the Andrew W. Mellon Foundation, said.",Art & Design
caption_10551,"A flag at half mast flying outside a residential apartment building in Syracuse, NY.",Opinion
caption_10563,A scene from &ldquo;Bobby Kennedy for President.&rdquo;,Television
caption_10564,"Stephanie Clifford, known professionally as Stormy Daniels, in the May 5 episode of ""Saturday Night Live,"" during the character-packed cold open.",Television
caption_10577,"James Corden spoke on ""The Late Late Show"" about hosting the Grammys, where politics became a point of focus.",Television
caption_10578,Tyler Mane and Scout Taylor-Compton in Rob Zombie&rsquo;s &ldquo;Halloween.&rdquo;,Television
caption_10587,"An installation view of Tiffany Chung's ""The Vietnam Exodus Project.""",Art & Design
caption_10599,"In the operations center at the Department of Health and Human Services on Thursday, a screen showed the locations of coronavirus outbreaks.",Opinion
caption_10600,Johanna Ramirez organized and distributed the last checks for all 105 employees who were let go from three Upper West Side restaurants. The restaurants also distributed all its remaining food supplies to its workers.,Opinion
caption_10601,"Mike Bloomberg made a media splash, but won no states.",Opinion
caption_10605,"Clockwise from left, Abby Cadabby, Cookie Monster and Elmo in &ldquo;Elmo&rsquo;s Playdate.&rdquo;",Television
caption_10625,"The naturalist Martha Maxwell, perhaps the first female naturalist to shoot and prepare her own specimens, shown in one of her signature lifelike tableaus around 1879.",Art & Design
caption_10640,"From left, Labor Secretary Eugene Scalia, Senator Mitch McConnell,  Treasury Secretary Steve Mnuchin, Senator Chuck Schumer and the White House adviser Larry Kudlow on Capitol Hill on Friday.",Opinion
caption_10643,"Graduation in 2017 at Motlow State Community College in Tennessee, where some students were beneficiaries of a state program that gave any adult in the state the opportunity to earn a certificate or associate degree without paying tuition.",Opinion
caption_1065,Chairs are marked to distance students who will use the venue as a classroom at Tulane University in New Orleans.,Opinion
caption_10650,"Jamie Foxx provides the voice of Joe in ""Soul.""",Television
caption_1066,"A scene from ""Cheer.""",Television
caption_10664,"Joe Biden at a campaign event in Cedar Rapids, Iowa, on Saturday.",Opinion
caption_10675,Flags flying at half-staff in Washington to mourn the death of Justice Ruth Bader Ginsburg.,Opinion
caption_10678,"Nicole Eisenman will receive a $200,000 cash award, a catalog and a solo exhibition at the Contemporary Austin and at FLAG in New York.",Art & Design
caption_10681,"""That is either an overreach by the Alabama G.O.P. or some pretty intense viral marketing for the new season of 'The Handmaid's Tale,'"" Stephen Colbert said on Wednesday.",Television
caption_10688,"A still from Lucy Raven&rsquo;s new black-and-white film &ldquo;Ready Mix,&rdquo; conceived as an alternative kind of western, which will be projected in a gallery when the Dia space opens.",Art & Design
caption_1071,"Honor&eacute; Sharrer&rsquo;s &ldquo;Workers and Paintings,&rdquo; from 1943, at the Museum of Modern Art.",Art & Design
caption_10711,"Nigerian federal troops during an operation against Biafran forces near the town of Ore, Nigeria, in 1967.",Opinion
caption_10718,"Clockwise from top left, Jamie Chung, Isis King, Daniel Dae Kim, Lin-Manuel Miranda and Billy Porter are among those featured in the ad from the Alliance for Inclusive and Multicultural Marketing.",Television
caption_10727,"""Valley of the Santa Ysabel,"" an 1875 painting by Frederic Church, is among the 40 works that the Berkshire Museum plans to auction through Sotheby's.",Art & Design
caption_10730,"Kia Stevens, top, with Betty Gilpin, in ""GLOW"" on Netflix. Stevens is also an actual professional wrestler.",Television
caption_10732,"Offshore wind farm turbines near Block Island, R.I. Commercial fishermen in the Northeast have claimed that offshore turbines interfere with their fisheries.",Opinion
caption_10733,"Dark clouds move over the artwork 'The Parthenon of Books' by Argentinian artist Marta Minujin during Documenta 14, an exhibition of contemporary art in Kassel, Germany, earlier this month.",Art & Design
caption_10753,Military personnel walk among cubicles being prepared for the makeshift hospital at the Jacob K. Javits Convention Center.,Opinion
caption_1077,"Mickalene Thomas's ""Din, Une Très Belle Négresse No. 1,"" among the works on view for ""Posing Modernity: The Black Model From Manet and Matisse to Today,"" which closes at the Wallach Art Gallery at Columbia on Feb. 10.",Art & Design
caption_10787,"Buress in his new ""Miami Nights"" special. What makes him such an unusual comedic voice is his nonchalant sensibility.",Television
caption_10797,"President Trump called himself ""a cheerleader for this country,"" but Trevor Noah pointed out that cheerleaders ""work as a team, they're disciplined and, most importantly, know how to spell words.""",Television
caption_1080,"&ldquo;We must decry the failures of justice and equity just as forcefully as we decry violence,&rdquo; Chief Justice Cheri Beasley of the North Carolina Supreme Court said this month.",Opinion
caption_10801,There were sharp exchanges between Elizabeth Warren and Michael Bloomberg at the Democratic debate on Wednesday.,Opinion
caption_1081,"Logan Roy (Brian Cox) had several uncommon moments of vulnerability this week on ""Succession.""",Television
caption_1082,"Members of the Asian American Commission condemning racism toward the Asian American community because of coronavirus, outside the Massachusetts State House in Boston in March.",Opinion
caption_10825,"Bernie Sanders campaigning in Grand Rapids, Mich., in March.",Opinion
caption_10827,"The ceramicist Doyle Lane in his home studio, around 1976, in the El Sereno neighborhood of Los Angeles. His pots were as complex as paintings; he also made color-field tile murals and mosaics that observed no delineation between fine art, folk art and design.",Art & Design
caption_10840,"The Louvre exhibition honoring Leonardo da Vinci unites ""Benois Madonna,"" left, from the State Hermitage Museum in St. Petersburg, with ""Penitent Saint Jerome,"" an unfinished work on loan from the Vatican Museums.",Art & Design
caption_10846,"Many romance novels are period pieces, which make them expensive to put onscreen. ""Bridgerton"" (starring Regé-Jean Page and Phoebe Dynevor) is among the few to be adapted so far.",Television
caption_10856,"Portraits of Whitney Houston, on view at the ""Whitney!"" show at the Grammy Museum in Newark.",Art & Design
caption_10874,Jamie Wyeth at his country home with a recent portrait of Andy Warhol holding his dog Archie.,Art & Design
caption_10876,"Chester Harding's portrait of Paul Revere, circa 1823.",Art & Design
caption_10878,"Daniel Edelstyn and Hilary Powell with the exploded remains of a van they detonated as part of an art project titled ""Bank Job.""",Art & Design
caption_10882,President Trump during a campaign rally in Las Vegas in February.,Opinion
caption_10887,"Performers from the Jazz Institute of Chicago, a participant in the Arts Innovation and Management program initiated by the former New York City Mayor Michael Bloomberg in 2011.",Art & Design
caption_10888,"The facade of the Modulightor Building, designed by Paul Rudolph, on East 58th Street.",Art & Design
caption_10891,"A funnel-shaped entrance under the south façade of CEPT University, formerly known as the Center for Environmental Planning and Technology, in Ahmedabad, India. It was designed by the Indian architect Balkrishna Doshi, who won the 2018 Pritkzer Prize.",Art & Design
caption_10895,"A still from Constantin Brancusi's ""Endless Column.""",Art & Design
caption_10901,"Clockwise from top left: Justice Brett Kavanaugh, Justice Elena Kagan and Governor Greg Abbott of Texas.",Opinion
caption_10903,"This shot of the Brooklyn Promenade in 1954 appears in ""Louis Stettner: Traveling Light,"" a show of Stettner's street photography that opens at the San Francisco Museum of Modern Art in late October.",Art & Design
caption_10904,"Joe Biden, then the U.S. vice president, with President Xi Jinping of China in California in 2012. Many Chinese liberals worry about Mr. Biden&rsquo;s recent election because he was at the center of the old U.S. foreign policy establishment for decades.",Opinion
caption_1092,"In an interview with Stephen Colbert on ""The Late Show,"" Dana Carvey portrayed John R. Bolton, the incoming national security adviser.",Television
caption_10922,"A coquera (coca box) from Bolivia, circa 1730, part of an acquisition by the University of Texas at Austin of works from the Spanish and Portuguese colonial era.",Art & Design
caption_10933,"LeBron James, center, and teammates during the national anthem before an N.B.A. game last month.",Opinion
caption_10947,A group of demonstrators locked arms at the intersection of Metropolitan Parkway and Cleveland Ave. in southwest Atlanta during a protest earlier this month.,Opinion
caption_10962,"The Metropolitan Museum's new mandatory fee goes into effect Thursday, March 1.",Art & Design
caption_10968,"The Dunns Road Fire crowned a pine forrest in Near Maragle, New South Wales, on Jan. 10.",Opinion
caption_10980,"Maurizio Cattelan's ""America"" has been at the Solomon R. Guggenheim Museum for about a year.",Art & Design
caption_10984,"Chris Hemsworth, left, and Chris Evans in &ldquo;The Avengers.&rdquo;",Television
caption_10985,"Senator Kamala Harris spoke with reporters after the first Democratic presidential primary debate in Miami, in 2019.",Opinion
caption_10992,"Asked to respond to the report on Wednesday, Laura Raicovich, the former director of the Queens Museum, said that she was not forced out.",Art & Design
caption_11007,Lise-Lotte Lublin at home in Las Vegas on Thursday. She was one of several women to testify against Bill Cosby in the trial that ended with his conviction for sexual assault.,Television
caption_11009,Hatidze Muratova in &ldquo;Honeyland.&rdquo;,Television
caption_11013,"The space at 56th Street and Park Avenue, known as the Park Avenue Cube, will be part of the 55,000 square feet occupied by Phillips Auction House after it moves next fall.",Art & Design
caption_11018,Senator Hiram Rhodes Revels.,Opinion
caption_11020,"The first Art & Newport festival will include seven George Condo paintings in a show that he is calling ""The Newport Sexx Festival.""",Art & Design
caption_11024,Democrats caucused at Drake University in Des Moines on Monday.,Opinion
caption_11057,"Trevor Noah feigned anger at Michelle Wolf, who left ""The Daily Show"" a few months ago to host her own Netflix show, and told her that she was retroactively ""fired.""",Television
caption_11078,"Blair Underwood and Octavia Spencer in ""Self Made: Inspired by the Life of Madam C.J. Walker,"" debuting Friday on Netflix.",Television
caption_11082,"As an artist, Tanner (Frank Grillo) has a deep aversion to selling out. Until the price is right.",Television
caption_11093,Rosalía performing in Madrid in December.,Opinion
caption_11095,"A technician doing diagnostic testing for the new coronavirus in Wuhan, China, last week.",Opinion
caption_11102,"As the British Parliament debated the proposed visit of President Trump to Britain, protesters gathered outside. A post-Trump election exhibition at the LD50 gallery has also set off protests.",Art & Design
caption_11107,President Trump signing an executive order in January 2017 on a new approach to federal regulations.,Opinion
caption_11115,"Valery Guitierrez disinfecting her register area at City Fresh Market in Bushwick, Brooklyn last month.",Opinion
caption_11117,"The jurors in Bill Cosby's sexual assault retrial said they found the testimony of Andrea Constand, who said Mr. Cosby had drugged and molested her, to be believable.",Television
caption_11121,This diorama at the American Museum of Natural History was amended in a way that allows museumgoers to see the historical inaccuracies it perpetuates.,Art & Design
caption_11123,"A scene from ""RuPaul's Drag Race.""",Television
caption_11139,"Demonstrators clashed with riot police during a protest in Santiago, Chile, in October.",Opinion
caption_1115,Construction underneath the dome of the Bourse de Commerce in Paris. The Japanese architect Tadao Ando's design repurposes a former commodities exchange as a museum for contemporary art.,Art & Design
caption_11160,Leontyne Price in &ldquo;La Forza del Destino.&rdquo;,Television
caption_11165,Media members watching Joe Biden onscreen and the White House in front of them in November.,Opinion
caption_11166,"Adrián Villar Rojas's installation ""The Theater of Disappearance"" opens Friday in the roof garden of the Metropolitan Museum of Art through Oct. 29.",Art & Design
caption_11171,"Lee Mendelson, who produced &ldquo;A Charlie Brown Christmas,&rdquo; in 2015. He died on Christmas morning.",Television
caption_11175,"Visitors outside Amos Rex, an underground museum topped by conical domes that bubble up from the surface of the Lasipalatsi Square in downtown Helsinki.",Art & Design
caption_11181,"""In the Conservatory,"" circa 1877–79, one of the last major works by Édouard Manet, depicts a fashionable couple who live their private lives in public.",Art & Design
caption_11187,"Brexit supporters at the celebrations on Parliament Square, London, on Friday night.",Opinion
caption_11189,"President-elect Joseph R. Biden  Jr.  addressing the nation from Wilmington, Del., on Nov. 7. ""It's time to put away the harsh rhetoric, lower the temperature, see each other again, listen to each other again,"" he said.",Opinion
caption_11190,Visitors in the British Museum&rsquo;s Egyptian galleries on Thursday. The museum reopened after a five-month closure because of the coronavirus.,Art & Design
caption_11197,A scene from &ldquo;The Bob Emergency.&rdquo;,Television
caption_112,"A 1918 photograph of children that appeared in The Crisis, the official publication of the National Association for the Advancement of Colored People. This image is among the artifacts in &ldquo;Black Citizenship in the Age of Jim Crow&rdquo; at the New-York Historical Society.",Art & Design
caption_11202,People gathered for a rally for Bernie Sanders in San Antonio on Saturday.,Opinion
caption_11208,"A photograph of Eleanor Roosevelt, taken in 1944, that will be included in the exhibition &ldquo;Every Eye Is Upon Me&rdquo; at the National Portrait Gallery.",Art & Design
caption_1121,"A rendering of the new International Center of Photography, scheduled to open as part of the Essex Crossing complex in 2019.",Art & Design
caption_11214,"Peter Dinklage in ""Game of Thrones.""",Television
caption_11215,"Magazzino Italian Art in Cold Spring, N.Y., has reopened. Nancy Olnick and Giorgio Spanu founded the center in 2017 to spread awareness of postwar and contemporary Italian art.",Art & Design
caption_11216,"Donald Glover in the season finale of ""Atlanta.""",Television
caption_11225,"""Murder, She Wrote"" aired for 12 seasons on CBS.",Television
caption_11229,"Jessica Williams, left, and Phoebe Robinson on ""2 Dope Queens.""",Television
caption_11232,"Amy Schumer as seen through FaceTime. Her day-to-day lockdown existence is fine, but she worries about friends and family.",Television
caption_11247,President Trump speaking to the media during his recent stay in Florida.,Opinion
caption_11248,"Beyonc&eacute;, center, in &ldquo;Black Is King.&rdquo;",Television
caption_11249,"Gwendoline Christie as the newly knighted Brienne of Tarth in ""Game of Thrones.""",Television
caption_11250,Protesters marched through New York City again on Wednesday in response to the police killing of George Floyd.,Opinion
caption_11261,"Alan Turner in the early 1990s. Of the paintings in his first New York show, the critic John Russell wrote: &ldquo;Sometimes they are very funny; but our laughter seems to die in the air, and a shiver takes its place.&rdquo;",Art & Design
caption_11287,"Rod Serling in ""The Twilight Zone."" The latest reboot of the TV classic is hosted by Jordan Peele, and will stream on CBS All Access starting April 1.",Television
caption_11293,"Alberto Giacometti, ""Suspended Ball,"" 1930–31. His Surrealist sculptures were witty, off-kilter and sometimes dripping with sex. A sphere dangles from a string in a cage, ""teasing but never touching a curve. The objects are abstract prisoners trapped in an endlessly unconsummated dance,"" our critic writes.",Art & Design
caption_11294,"From left, Brian Tyree Henry, Khris Davis, Lakeith Stanfield and Donald Glover in ""Atlanta.""",Television
caption_11296,Health care workers in Spain responding to people applauding for them from nearby homes.,Opinion
caption_11306,Jonathan Majors and Jurnee Smollett in &ldquo;Lovecraft Country.&rdquo;,Television
caption_11322,"""He looks like Hannibal Lecter when he stole a different person's face to escape from prison,"" Stephen Colbert joked on Monday's ""The Late Show.""",Television
caption_11330,"&ldquo;Saint Rosalie Interceding for the Plague-stricken of Palermo,&rdquo; by Anthony van Dyck, made during the artist&rsquo;s time in quarantine, is itself quarantined, in its assigned place for &ldquo;Making the Met.&rdquo; The commemoration of the museum&rsquo;s 150th birthday, due to open next week, has been postponed because of the coronavirus",Art & Design
caption_11348,"Sean Spicer and his dancing partner, Lindsay Arnold, during a September episode of ""Dancing With the Stars.""",Television
caption_1135,"Celebrations for the 70th anniversary of the founding of the People's Republic of China, in Tiananmen Square, Beijing, on Oct. 1, 2019.",Opinion
caption_11359,"A view of the exhibition ""A Giant Leap: The Transformation of Hasegawa Tohaku"" at Japan Society.",Art & Design
caption_11366,"Paul Giamatti in ""Billions.""",Television
caption_1137,"A film, ""Schindler/Glass,"" by Gerard &amp; Kelly, exploring social experiments in living, was filmed partly at Philip Johnson's Glass House in Connecticut.",Art & Design
caption_11370,President Xi Jinping of China reaching to vote in favor of new national security laws for Hong Kong during the National People's Congress in Beijing on Thursday.,Opinion
caption_11372,People lined up outside the Supreme Court to hear oral arguments in a case about religious freedom and school choice.,Opinion
caption_11392,How will New Yorkers handle requests to show their IDs at the Met now that its new admissions policy is in effect? Our reporter Sopan Deb donned a Yankees baseball cap and went to find out.,Art & Design
caption_11399,Physical campuses could host students who cannot connect to online classes from home.,Opinion
caption_114,A classroom in Ohio at a school closed because of the coronavirus.,Opinion
caption_11406,Rammellzee as Crux the Monk. The costume is expected to be part of an upcoming exhibit at Red Bull Arts New York.,Art & Design
caption_11409,Gabriel Iglesias and Gloria Aung in &ldquo;Mr. Iglesias.&rdquo;,Television
caption_11418,"Her personal pronoun is I, for Ivanka.",Opinion
caption_1142,"Michael Jackson, left, during an extensive interview with the British journalist Martin Bashir for the 2003 TV special ""Living With Michael Jackson.""",Television
caption_11422,"Gustav Klimt's ""Bauerngarten.""",Art & Design
caption_11427,"Jason Segel in ""Dispatches from Elsewhere.""",Television
caption_11430,"Some of the protesters against Gov. Jay Inslee&rsquo;s stay-at-home order in Olympia, Wash., on May 9 carried signs doubting the dangers of the coronavirus.",Opinion
caption_11435,"Voters in line for early voting on Oct. 12 at the Agnes Scott College campus in DeKalb County, Ga.",Opinion
caption_11436,"President Lyndon Johnson looks on as Secretary of State Dean Rusk signs the Nuclear Nonproliferation Treaty in July 1968, two years before it came into force.",Opinion
caption_1144,A sign points the way to a National Health Service testing service area for coronavirus assessment at University College Hospital in London.,Opinion
caption_11447,"A Turkish newspaper columnist said ""Orange Is the New Black"" was one of several shows on Netflix containing ""messages to normalize homosexuality.""",Television
caption_1145,Manhattan in September.,Opinion
caption_11453,"""Another Circle"" by Aranda\Lasch of New York and Tucson was created for the show ""Exhibit Columbus"" from chunks of Indiana limestone. The selected projects play off the history of the Midwestern city's modern, postmodern and contemporary architecture.",Art & Design
caption_11465,"Stephen Colbert's book for the president's restless jurors is called ""101 Fun Things to Do in the Senate Other Than Pay Attention to Impeachment.""",Television
caption_11467,"Gerald Williams&rsquo;s &ldquo;Messages&rdquo; (1970) is on view in &ldquo;The Time Is Now! Art Worlds of Chicago&rsquo;s South Side, 1960-1980,&rdquo; at the Smart Museum of Art in Chicago.",Art & Design
caption_11469,"A self-portrait of Clyfford Still, 1929.",Art & Design
caption_11482,"The artist Norma Jeane with a bot that will be part of the ""Desert X"" exhibition in California.",Art & Design
caption_11489,"Mailed-in Democratic primary ballots waiting to be processed in Renton, Wash.",Opinion
caption_11499,A rendering of the chapel with the new skylight and Rothko paintings.,Art & Design
