Folder,Caption,Label
caption_10475,Jack Sheldon was the vocalist on songs like &ldquo;I&rsquo;m Just a Bill&rdquo; from the animated television series &ldquo;Schoolhouse Rock!&rdquo; But he was also a prominent jazz trumpeter.,Music
caption_10478,Esa-Pekka Salonen will become music director of the San Francisco Symphony in 2020.,Music
caption_1048,"A sand castle after a lesson on the finer points of making one, in San Diego.",Travel
caption_10485,"&ldquo;Instead of a plant or flowers, the fruit acts as this welcoming element&rdquo; in the kitchen, said Barbara Sallick, the senior vice president of design at Waterworks and the author of &ldquo;The Perfect Kitchen.&rdquo; (The Emile Henry French Ceramic Storage Bowl is $140 at Food52.)",Real Estate
caption_10486,Dolce Vita Copper Bar Cart by Ceci Thompson,Real Estate
caption_1049,"With a soaring waterfall, forests, endless shops and restaurants, and even a sound-and-light show, a few hours&rsquo; layover in Changi Airport may not be enough time.",Travel
caption_10493,"In Zermatt, the Sunnegga lift at Sunnegga Valley Station; an underground train transports skiers through the side of the mountain and up to the ski slopes.",Travel
caption_10504,Fronte del Porto Fluviale.,Travel
caption_10524,"Adam Plachetka, inside the heart, and Serena Malfi in a surreal vision of 1950s Coney Island in Mozart's ""Così Fan Tutte"" at the Metropolitan Opera.",Music
caption_10527,Whitney Houston is one of the shortlisted nominees for the Rock & Roll Hall of Fame's class of 2020.,Music
caption_1053,Children pose for photographs with Santa Claus at the holiday market.,Travel
caption_10534,"An artist rendering of the Hamptons Boathouses, which will occupy the eastern shore of the Shinnecock Canal on Long Island. The Canoe Place Inn sits on the opposite shore.",Real Estate
caption_10540,Hollis Heath searching for an apartment in the Bronx.,Real Estate
caption_10545,"Norma Tanega on the British television show &ldquo;Ready Steady Go!&rdquo; in 1966, the year her song &ldquo;Walkin&rsquo; My Cat Named Dog&rdquo; was a hit.",Music
caption_10557,"Carl Sorenson has yet to embark upon the renovation of his two-story fixer-upper loft in TriBeCa. ""The moment I saw the place, I knew it would work,"" he says. ""I had to mask my enthusiasm so I could negotiate the price.""",Real Estate
caption_1056,"Villagers who provide thread to Lao Textiles in Vientiane spin cotton in Nam Bak, Laos.",Travel
caption_10565,Billie Eilish and Finneas figured out exactly what goes into a James Bond movie theme.,Music
caption_10567,"The singer Richard Conrad in 1965, two years after he appeared on the album &ldquo;The Age of Bel Canto&rdquo; with Joan Sutherland and Marilyn Horne. He started out as a tenor and became a baritone after recovering from an injury.",Music
caption_10569,"The lobby bar at Blique by Nobis, where severe interiors are complemented by timeless Scandinavian furnishings.",Travel
caption_1058,"The city's friendliness toward immigrants shows in the streets. Walk through the Gastown area and hear Arabic, Japanese, Korean, Mandarin, Portuguese, Spanish.",Travel
caption_10589,"Among more than 16,200 new condo units built since 2013 in New York City, roughly 4,100, or one in four, remain unsold.",Real Estate
caption_10595,"ANNIE TSANTES and TERRI GLOYD, Owners, LIC Corner Cafe, Long Island City, Queens",Real Estate
caption_10613,"The screenwriter, Richard Curtis, picks Abbey Road as one of his top spots in London. Above, pedestrians on the famous Abbey Road crossing, imitating the Beatles walking on the album cover of the same name.",Travel
caption_10618,"A 23-story rental building is planned on an empty lot behind a row of Tudor-style homes in Prospect-Lefferts Gardens, unless a local group succeeds in a lawsuit to stop construction.",Real Estate
caption_10626,Adam Levine led Maroon 5 through a set that was as anodyne as possible for the Super Bowl halftime show.,Music
caption_10628,There are trail signs but very few identifying the area as national monument.,Travel
caption_1063,The Katonah Village Library has occupied its current home since the late 1920s.,Real Estate
caption_10638,"Hagia Sophia&rsquo;s rededication as a Muslim place of worship, after decades as a museum, threatens to cloak its extravagantly reverberant acoustics.",Music
caption_10661,"Rock bands have &ldquo;been around for too long,&rdquo; said the 1975 frontman Matty Healy. &ldquo;It&rsquo;s been done in so many good ways.&rdquo; From left, George Daniel, Mr. Healy, Adam Hann and Ross MacDonald.",Music
caption_10662,"The B-Street Band, with Willie Forte, center.",Music
caption_10665,"Margaret Colin, 59, who has recurring roles on ""Veep"" and ""Shades of Blue,"" lives with her husband, fellow actor Justin Deas, in a penthouse duplex with three terraces in the West Village.",Real Estate
caption_1067,TripAdvisor's new app lets users explore their options for top hotels in each city.,Travel
caption_10670,"THE RENTERS Cara Barrese and Mick Magsino and their son, Noel, in Windsor Terrace.",Real Estate
caption_1068,"JUMP-START  Casey Galegher, right, and Van Krishnamoorthy lived in a rental with their son, Finn, but wanted more space and amenities for their money. Finn had less down-to-earth concerns.",Real Estate
caption_10683,"The Buyers Pamela Capalad and Brian Kushner are still in the middle of renovations. All the dog, Vinyl, cares about is the yard.",Real Estate
caption_10684,Tania León is one of 19 female composers the New York Philharmonic has commissioned to honor the centenary of women's suffrage.,Music
caption_10689,An F1 car hangs on the wall in the entrance of the Museo Ferrari Maranello.,Travel
caption_10698,The designer Jennifer Post used graphic wallpaper in a bedroom at a model unit at 520 West 28th Street.,Real Estate
caption_10703,"MoMA is presenting performances of ""Forest Speech,"" a score belong to the ""Rainforest"" family, through Dec. 15.",Music
caption_10706,"The star tenor Jonas Kaufmann at Carnegie Hall on Saturday, with the pianist Helmut Deutsch. Mr. Kaufmann had canceled several New York performances in recent years.",Music
caption_10708,"The Hydrus at Casino Pier in Seaside Heights, N.J., offers ocean views.",Travel
caption_10713,"Bains des P&acirc;quis, a jetty sitting atop Lake Geneva, hosts a popular sauna and bathhouse from mid-September to the end of May.",Travel
caption_10719,Stranahan's Distillery in Denver.,Travel
caption_10725,The Alabama State Capitol building.,Travel
caption_10737,"The interior of 20 Church Street in Hartford, which will become Innovate Hartford, 27,000 square feet of shared work space for up to 100 small, high-tech companies.",Real Estate
caption_10738,"J Balvin, left, and Bad Bunny, friends and collaborators, have each released new music that focuses on different moments in Latin pop.",Music
caption_10765,"The country band Lady Antebellum will now be known by its nickname, Lady A.",Music
caption_10771,Capturing Pokémon characters in Central Park.,Travel
caption_10773,Egg with tiger prawns and yellow noodles.,Travel
caption_1078,Over-water bungalows are coming to Jamaica at the Sandals Royal Caribbean resort in Montego Bay.,Travel
caption_10780,"Simon Myers, who volunteered on a recent Clean Ocean Sailing expedition with his son, Milo.",Travel
caption_10789,Ben Hopkins of PWR BTTM at Joe's Pub.,Music
caption_10799,A four-story walk-up with nine apartments at 321 Malcolm X Boulevard in Bedford-Stuyvesant was sold for $3.275 million.,Real Estate
caption_10810,"It was the collapse of all that Nakhane knew — his exit from the church, a period of financial hardship and quasi-homelessness — that led to the emotional breakthroughs he explores on ""You Will Not Die.""",Music
caption_10833,"Clockwise from top left: Asher Gamedze, Eric Harland and Charles Lloyd, Immanuel Wilkins and Jyoti.",Music
caption_10838,"Aerial view of the Flaminio residential area, northwest of the city center, with the Ponte della Musica over the Tiber.",Travel
caption_10847,"Jawan M. Jackson lives in Harlem with his dog, Haarlem. &ldquo;It was like my spot chose me,&rdquo; he said.",Real Estate
caption_10851,"The tenor Gregory Kunde, left, and Anita Rachvelishvili in the Metropolitan Opera&rsquo;s revival of &ldquo;Samson et Dalila.&rdquo;",Music
caption_10855,Union Station in Denver.,Travel
caption_1086,"Wayne Coyne of the Flaming Lips. The rock band, which co-produced much of Miley Cyrus's latest album, has have a new one of its own, ""Oczy Mlody.""",Music
caption_10860,"The best storage baskets are attractive, but don&rsquo;t call too much attention to themselves. (The handmade Java Rattan baskets start at $175 at the Citizenry.)",Real Estate
caption_10865,"A view of 8 Spruce Street, a k a New York by Gehry, from South Street Seaport. At the moment, the building is Manhattan's tallest occupied residential tower, at 76 stories.",Real Estate
caption_10873,"Young professionals and students boosted occupancy rates at co-living properties across New York this summer, despite the uncertainty of living with strangers in a pandemic. Jorge Hurtado-Burgos, above, is a new resident at Bungalow in the East Village.",Real Estate
caption_10879,Two five-story mixed-use walk-ups at 186 and 188 First Avenue (center) in the East Village sold for $14.25 million.,Real Estate
caption_10893,"Booking all of Dive Palm Springs in California costs about $2,500 a night, plus an one-time $5,000 event fee.",Travel
caption_10896,"Paul Fentz fell twice skating in the men's single short program team event, but he also got attention for his song choice: Paul Anka's cover of the Oasis track ""Wonderwall.""",Music
caption_10897,Bruno Mars accepting the Grammy Award for song of the year.,Music
caption_10907,"John Mayer produced his new single, ""New Light,"" with No I.D.",Music
caption_10918,"The conductor Andris Nelsons, the soprano Camilla Nylund and the tenor Jonas Kaufmann are collaborating on the sprawling second act of Wagner&rsquo;s &ldquo;Tristan und Isolde.&rdquo;",Music
caption_1093,"Igor Levit will perform selections from his latest album, ""Life,"" at Zankel Hall on Friday night.",Music
caption_10936,The new owners of this Franklin Avenue house in Sea Cliff found the property too expensive when it first went on the market.,Real Estate
caption_10938,A Hidden City walking tour of Barcelona.,Travel
caption_10943,"Alessandra De Respinis, the owner of Cantine del Vino già Schiavi in Venice, tells her customers, ""You eat, drink and pay standing up.""",Travel
caption_10958,Annika Schlicht and Derek Welton as two of the gods in &ldquo;Das Rheingold.&rdquo;,Music
caption_10965,"On the title track from her new album, Phoebe Bridgers imagines herself chatting with her idol, Elliott Smith.",Music
caption_10973,Rachel Bishop has moved in with her brother and their music.,Real Estate
caption_10978,"The composer Florence Price, whose catalog has been acquired by the music publisher G. Schirmer.",Music
caption_10991,"Timed tickets are available to climb Huayna Picchu, the mountain that towers over Machu Picchu, in Peru. Visitors are advised to buy them well in advance.",Travel
caption_10995,"Visitors feed the residents at the Giraffe Center in Nairobi, Kenya.",Travel
caption_11,"""If you don't get into the timelessness of its pace, you're missing a very special thing about Schubert,"" says Shai Wosner, who is playing the composer's piano music at the 92nd Street Y.",Music
caption_11001,"Ira Kaplan of Yo La Tengo performing in 2014 at Fun Fun Fun Fest in Austin, Tex. The band will play at Brooklyn Steel on Friday.",Music
caption_11012,"Fans of the rapper XXXTentacion, who was shot and killed last week, gathered for a memorial service in Sunrise, Fla.",Music
caption_11023,Market Lane in Ipoh.,Travel
caption_11026,"The Amalfi coast in Italy. The country, devastated by Covid-19, is starting to think about how to open up to tourism.",Travel
caption_11030,Mariah Carey performed at the New Year's Eve celebration in New York's Times Square on Saturday.,Music
caption_11043,The exterior of the Museum of the First National Congress of the Chinese Communist Party in Shanghai.,Travel
caption_11052,Pointing the way at the intersection of Tooting High Street and Mitcham Road in Tooting.,Travel
caption_1107,Taylor Swift&rsquo;s &ldquo;Folklore&rdquo; has held the top spot on the Billboard 200 for seven of its nine weeks out.,Music
caption_11077,"Mauro Borgioni in the title role of Monteverdi&rsquo;s &ldquo;L&rsquo;Orfeo&rdquo; at the Teatro Regio in Turin, Italy.",Music
caption_11079,Post Malone wore a dress to honor Kurt Cobain while performing a set of Nirvana covers to raise money for coronavirus relief.,Music
caption_11081,The wreck of the Sapona off the coast of Bimini.,Travel
caption_11089,"Fiona Apple onstage in 2012. Her anticipated fifth album, ""Fetch the Bolt Cutters,"" is her first in eight years.",Music
caption_11090,A room at the Lanesborough in London.,Travel
caption_11091,"Nick Stefanelli preparing for dinner service at Masseria, his Michelin-starred restaurant in the Union Market district of Northeast Washington.",Real Estate
caption_11103,"333 East 68th Street, a 9- and 15-story co-op completed in 1928, as it appeared in 1949, and today, when it is greener in aspect. The location, between Second and First Avenues, was a bit far east for the well heeled, its target market. The advertisement, from 1929, shows why buyers would nevertheless have decided to move there.",Real Estate
caption_11128,"Cruz Bay in St. John, the United States Virgin Islands",Travel
caption_11133,"The best firewood holders are in keeping with the size and style of a room, &ldquo;but also functional and easy to access,&rdquo; said Corey Damen Jenkins, an interior designer in New York. (The Modernist Log Holder is $179 at Rejuvenation.)",Real Estate
caption_11136,"The sale ""has stripped me of my life's work,"" Taylor Swift wrote Sunday. She accused Scooter Braun of ""incessant, manipulative bullying.""",Music
caption_11144,"Thomas Ad&egrave;s conducted the Boston Symphony on Wednesday in a performance of his Concerto for Piano and Orchestra, featuring Kirill Gerstein.",Music
caption_11148,Chad Stuart in 1965. He and Jeremy Clyde had seven Top 40 singles from 1964 to 1966.,Music
caption_11151,"PLAYMATES  Eric Zimmerman, a game designer, and Nathalie Pozzi, an architectural designer, live in Brooklyn.",Real Estate
caption_11154,"Kaija Saariaho, whose Noh-inspired opera &ldquo;Only the Sound Remains&rdquo; comes to Lincoln Center&rsquo;s White Light Festival on Nov. 17 and 18.",Music
caption_11155,"Pl&aacute;cido Domingo, the tenor-turned-baritone, as Miller and Sonya Yoncheva as the title character in &ldquo;Luisa Miller.&rdquo; at the Metropolitan Opera.",Music
caption_11162,"The apartment building at 101 Marine Avenue in Bay Ridge, Brooklyn, sold for $8.7 million.",Real Estate
caption_11169,Inside the Globe of Science and Innovation at CERN.,Travel
caption_11176,A walk in the hills near the village of Pyrgos in Santorini.,Travel
caption_11178,"If you think about escaping as a way to give your mind a rest, you can find respite without going outside &mdash; even if it&rsquo;s a chair turned just so, a big pillow on a rug in the corner, or a pair of noise-canceling headphones.",Real Estate
caption_11200,"Neneh Cherry recorded her latest album, &ldquo;Broken Politics,&rdquo; with the electronic musician Four Tet in the Woodstock studio of an old friend, Karl Berger.",Music
caption_11207,"Caitlin Mulhall and Matthew Robison couldn&rsquo;t afford a two-bedroom they liked, so they opted for the next best thing: sharing a one-bedroom.",Real Estate
caption_11211,A string of lights is a quick and affordable way to turn any outdoor space into a romantic setting. (West Elm&rsquo;s 10-bulb set of Simple String Lights is $49.),Real Estate
caption_11212,"HOMEY MANSION  This parlor, toward the front, is lined in imported Baltic pine.",Real Estate
caption_11218,Mishiguene offers modern Jewish cuisine.,Travel
caption_11221,"070 Shake is being praised for her contributions to Kanye West&rsquo;s new album, &ldquo;Ye.&rdquo; This week, she released a track called &ldquo;Mirrors.&rdquo;",Music
caption_11222,"A renovated four-story brownstone at 871 Park Place in Crown Heights, Brooklyn, sold for $5.3 million.",Real Estate
caption_11224,"Pop Smoke's sound is evolving as he works on his debut album. ""You can't stay the same,"" he said.",Music
caption_11242,Founders Suite.,Travel
caption_11243,"Ailyn Pérez and Andrea Shin as the star-crossed lovers in Gounod's ""Roméo et Juliette"" at the Metropolitan Opera.",Music
caption_11254,J.R.R. Tolkien lived in this Oxford home and wrote &ldquo;The Hobbit&rdquo; and much of the &ldquo;Lord of the Rings&rdquo; trilogy here.,Real Estate
caption_11267,Aina is drawing a crowd to a corner space in the Dogpatch neighborhood of San Francisco with its popular brunch menu.,Travel
caption_11269,ADDITION  A rendering of apartments for low-income senior citizens planned by the Wartburg Adult Care Community in Mount Vernon.,Real Estate
caption_11272,"Three four-story walk-ups on Nassau Avenue in Greenpoint, Brooklyn, sold for $11.45 million.",Real Estate
caption_11273,A procession during the Holy Week in Seville.,Travel
caption_11274,The Kennedy Space Center Visitor Complex in Florida.,Travel
caption_11278,"Angelica Garcia will perform at ""Nuevo Noise,"" with Loyal Lobos and Jackie Mendoza, at Elsewhere on Monday.",Music
caption_11279,Lady Gaga wore a white rose on the red carpet at the 60th annual Grammy Awards.,Music
caption_11280,The border fence between the United States and Mexico undulates with the hills near the recently reopened Rancho de la Osa in Arizona.,Travel
caption_11298,"The Villa Charlotte Bronte co-op, the best-known residence in Spuyten Duyvil, looks like a castle built into the bluff over the Hudson River.",Real Estate
caption_11301,"The lobby of the Industrial National Bank Building, as it is officially known, which closely resembles the Daily Planet building that Superman leapt over in the 1950s television series.",Real Estate
caption_11304,E.J. Burke,Real Estate
caption_1131,"For Mikaela Shiffrin, a dream vacation is a beach vacation.",Travel
caption_11311,"Ms. Lockwood's ""Piano Garden"" was part of a series of pieces that involved burning, drowning or planting pianos.",Music
caption_11313,"The pianist Ethan Iverson and the violinist Miranda Cuckson play at Spectrum in Brooklyn, as part of the Modern Piano (+) Festival.",Music
caption_11314,"Johnny Alf, at the piano, was a bossa nova pioneer who never achieved the fame of his acclaimed peers.",Music
caption_11316,The tour outfitter Intrepid Travel is offering four new trips exploring some of the country's most renowned parks.,Travel
caption_11317,"Lucy, a turtle that a seller left behind.",Real Estate
caption_11326,"Renée Fleming, left, and Kelli O'Hara chat about the differences between opera and Broadway in the Belmont Room of the Metropolitan Opera.",Music
caption_1133,"Grilled chuck-eye steak, from a menu offering flavorful fare.",Travel
caption_11344,"On Greenery Day, admission is free at many Tokyo parks and gardens, including the sprawling Shinjuku Gyouehn park — once exclusivly reserved for the Imperial Family.",Travel
caption_11349,Leon Botstein leading the American Symphony Orchestra and the Bard Festival Chorale at Alice Tully Hall.,Music
caption_11361,"Alicia Keys sang her new song ""Underdog"" and praised ""people on the front lines"" of the virus response.",Music
caption_11365,"Dexter and Maxine Gordon in 1976. Ms. Gordon's new book about her husband, ""Sophisticated Giant,"" ends up shining a light on her own work, too.",Music
caption_11377,"Crowds gathered on March 6 to watch a performance at the Magic Kingdom, the most popular park at Disney World in Orlando.",Travel
caption_11379,"A Delta honor guard greets every plane that carries a fallen soldier at the Atlanta airport, the company said.",Travel
caption_11385,The Antrim coastline in Northern Ireland.,Travel
caption_11390,"Sexual assaults on flights have gained heightened attention by law enforcement, airline workers and the industry in the wake of high-profile cases and the #MeToo movement, officials say.",Travel
caption_11402,"The Buyers
From left, Jackob Hofmann, Pepper, Hugh Kepets and Bebe love their nonexistent climb.",Real Estate
caption_11404,"Kendra Sinclair, Jared Vengrin and Pacman in their new two-bedroom apartment at the EVGB on 14th Street.",Real Estate
caption_11407,"THE BUYERS Daniel Rauchwerger, left, and Noam Dvir gutted their Chelsea floor-through and customized it.",Real Estate
caption_11415,John Eliot Gardiner conducting the Orchestre Révolutionnaire et Romantique in Berlioz at Carnegie Hall.,Music
caption_11419,"Helen Reddy on &ldquo;The Helen Reddy Show,&rdquo; a 1973 summer replacement series on NBC. Her song &ldquo;I Am Woman&rdquo; had reached No. 1 on the pop charts the previous year.",Music
caption_11420,"Snow hikers at Sarett Nature Center in Benton Harbor, Mich.",Travel
caption_11423,"A rendering of the Fair-Haired Dumbbell project in Portland, Ore., which is slated for completion early next year. Two six-story buildings will be connected by skybridges, hence the name.",Real Estate
caption_11431,"<strong>THE BUYERS</strong> Bob MacLagger and Margo Christofer in their two-bedroom in Hunters Point, Queens.",Real Estate
caption_11446,"Travelers who participate in Dan Kluger&rsquo;s South African food tours visit Babylonstoren, a historic farm in the Cape Winelands, where they&rsquo;ll see how wine is made and get hands-on cooking classes with Mr. Kluger himself.",Travel
caption_11448,"J'nai Bridges, left, and Julia Bullock.",Music
caption_11451,Jason Hardink playing a fiendishly difficult program at Weill Recital Hall on Tuesday.,Music
caption_11452,"SOMEDAY SOON  Michael and Nicole Roushion, both Iraq veterans, with their children, Michael Jr., 3, and Kimora, 9 weeks, in front of one of the dilapidated houses in Yonkers that are being renovated by Habitat for Humanity for families like theirs.",Real Estate
caption_11457,A 1911 building owned by the New York Foundling sits on the still-charming corner of Christopher Street and Waverly Place.,Real Estate
caption_11461,"Workers testing new streetcars in Washington. Last year, the District council, worried about escalating costs, cut the planned system in half.",Real Estate
caption_11462,"The Renters Chaz and Marni King love their apartment, but they dream of a supermarket.",Real Estate
caption_11466,"The lazy river at Libassa, an eco-resort outside Monrovia.",Travel
